wagon_ID,wagon_construction,wagon_type,provider
'763003569522470',46.0,3.0,35
'763003569602470',46.0,3.0,35
'763003569942470',46.0,3.0,35
'763003570262470',46.0,3.0,35
'763003570422470',46.0,3.0,35
'763003570912470',46.0,3.0,35
'763003571412470',46.0,3.0,35
'763003572162470',46.0,3.0,35
'763003572992470',46.0,3.0,35
'763003573072470',46.0,3.0,35
'763003573562470',46.0,3.0,35
'763003574062470',46.0,3.0,35
'763003574302470',46.0,3.0,35
'763003575212470',46.0,3.0,35
'763003575542470',46.0,3.0,35
'763003575882470',46.0,3.0,35
'763003576382470',46.0,3.0,35
'763003576462470',46.0,3.0,35
'763003576792470',46.0,3.0,35
'763003576952470',46.0,3.0,35
'763003577112470',46.0,3.0,35
'763003577292470',46.0,3.0,35
'763003577522470',46.0,3.0,35
'763003577602470',46.0,3.0,35
'763003577862470',46.0,3.0,35
'763003577942470',46.0,3.0,35
'763003578022470',46.0,3.0,35
'763003578282470',46.0,3.0,35
'806603778512470',46.0,3.0,37
'763003578772470',46.0,3.0,35
'763003578852470',46.0,3.0,35
'763003578932470',46.0,3.0,35
'763003579432470',46.0,3.0,35
'763003579762470',46.0,3.0,35
'763003579842470',46.0,3.0,35
'763003580162470',46.0,3.0,35
'763003580242470',46.0,3.0,35
'763003580402470',46.0,3.0,35
'763003580652470',46.0,3.0,35
'763003580812470',46.0,3.0,35
'763003581312470',46.0,3.0,35
'763003581642470',46.0,3.0,35
'763003581722470',46.0,3.0,35
'763003582632470',46.0,3.0,35
'763003582712470',46.0,3.0,35
'763003583542470',46.0,3.0,35
'763003584042470',46.0,3.0,35
'763003584122470',46.0,3.0,35
'763003584612470',46.0,3.0,35
'763003585292470',46.0,3.0,35
'763003585782470',46.0,3.0,35
'763003585862470',46.0,3.0,35
'763003586102470',46.0,3.0,35
'763003586932470',46.0,3.0,35
'763003587012470',46.0,3.0,35
'763003587432470',46.0,3.0,35
'763003587762470',46.0,3.0,35
'763003588342470',46.0,3.0,35
'763003588422470',46.0,3.0,35
'763003588592470',46.0,3.0,35
'763003588832470',46.0,3.0,35
'763003589092470',46.0,3.0,35
'763003589172470',46.0,3.0,35
'697603289822470',46.0,3.0,32
'763003590062470',46.0,3.0,35
'763003590712470',46.0,3.0,35
'763003591052470',46.0,3.0,35
'763003591212470',46.0,3.0,35
'763003591392470',46.0,3.0,35
'763003591622470',46.0,3.0,35
'763003591882470',46.0,3.0,35
'763003592462470',46.0,3.0,35
'763003593522470',46.0,3.0,35
'763003593602470',46.0,3.0,35
'763003594102470',46.0,3.0,35
'763003594442470',46.0,3.0,35
'763003595012470',46.0,3.0,35
'763003595352470',46.0,3.0,35
'763003595432470',46.0,3.0,35
'763003595842470',46.0,3.0,35
'763003596262470',46.0,3.0,35
'763003597252470',46.0,3.0,35
'763003500042471',45.0,3.0,35
'763003500382471',45.0,3.0,35
'763003500462471',45.0,3.0,35
'763003501032471',47.0,3.0,35
'763003501112471',47.0,3.0,35
'763003501292471',47.0,3.0,35
'763003501372471',47.0,3.0,35
'763003501452471',47.0,3.0,35
'763003501522471',47.0,3.0,35
'763003501602471',47.0,3.0,35
'763003501782471',47.0,3.0,35
'763003501862471',47.0,3.0,35
'763003501942471',47.0,3.0,35
'763003502022471',47.0,3.0,35
'763003502102471',47.0,3.0,35
'763003502282471',47.0,3.0,35
'763003502362471',47.0,3.0,35
'763003502442471',47.0,3.0,35
'763003502512471',47.0,3.0,35
'763003502692471',47.0,3.0,35
'763003502772471',47.0,3.0,35
'763003502852471',47.0,3.0,35
'763003502932471',47.0,3.0,35
'806603703012471',47.0,3.0,37
'763003503192471',47.0,3.0,35
'763003503272471',47.0,3.0,35
'763003503352471',47.0,3.0,35
'763003503432471',47.0,3.0,35
'763003503502471',47.0,3.0,35
'763003503762471',47.0,3.0,35
'763003503842471',47.0,3.0,35
'763003503922471',44.0,3.0,35
'763003504002471',44.0,3.0,35
'763003504182471',44.0,3.0,35
'763003504262471',44.0,3.0,35
'763003504342471',44.0,3.0,35
'763003504422471',44.0,3.0,35
'763003504592471',44.0,3.0,35
'763003504672471',44.0,3.0,35
'763003504752471',44.0,3.0,35
'763003504832471',44.0,3.0,35
'763003504912471',44.0,3.0,35
'763003505092471',44.0,3.0,35
'763003505172471',44.0,3.0,35
'763003505252471',44.0,3.0,35
'763003505332471',44.0,3.0,35
'763003505742471',44.0,3.0,35
'763003506242471',44.0,3.0,35
'763003506652471',44.0,3.0,35
'763003509472471',44.0,3.0,35
'763003509702471',44.0,3.0,35
'763003509882471',44.0,3.0,35
'763003510022471',44.0,3.0,35
'763003510512471',44.0,3.0,35
'763003510692471',44.0,3.0,35
'763003510772471',44.0,3.0,35
'763003510852471',44.0,3.0,35
'763003510932471',44.0,3.0,35
'763003511012471',44.0,3.0,35
'763003511192471',44.0,3.0,35
'763003511272471',44.0,3.0,35
'763003511352471',44.0,3.0,35
'763003511432471',44.0,3.0,35
'763003511502471',44.0,3.0,35
'763003511682471',44.0,3.0,35
'763003511762471',44.0,3.0,35
'763003511842471',44.0,3.0,35
'763003511922471',44.0,3.0,35
'763003512262471',44.0,3.0,35
'763003512422471',44.0,3.0,35
'763003512832471',44.0,3.0,35
'763003512912471',44.0,3.0,35
'763003513902471',44.0,3.0,35
'763003514082471',44.0,3.0,35
'763003514242471',44.0,3.0,35
'763003514572471',44.0,3.0,35
'763003514652471',44.0,3.0,35
'763003514812471',44.0,3.0,35
'763003515152471',44.0,3.0,35
'763003515562471',44.0,3.0,35
'763003516892471',44.0,3.0,35
'763003517882471',44.0,3.0,35
'763003517962471',44.0,3.0,35
'763003518202471',44.0,3.0,35
'763003518382471',44.0,3.0,35
'763003518462471',44.0,3.0,35
'763003518532471',44.0,3.0,35
'763003518612471',44.0,3.0,35
'763003518792471',44.0,3.0,35
'763003518872471',44.0,3.0,35
'763003518952471',44.0,3.0,35
'763003519032471',44.0,3.0,35
'763003519112471',44.0,3.0,35
'763003519292471',44.0,3.0,35
'763003519372471',44.0,3.0,35
'763003519452471',44.0,3.0,35
'763003519522471',44.0,3.0,35
'763003519602471',44.0,3.0,35
'763003519782471',44.0,3.0,35
'763003519862471',44.0,3.0,35
'763003519942471',44.0,3.0,35
'763003520002471',44.0,3.0,35
'763003520182471',44.0,3.0,35
'763003520262471',44.0,3.0,35
'763003520342471',44.0,3.0,35
'763003520422471',44.0,3.0,35
'763003520592471',44.0,3.0,35
'763003520672471',44.0,3.0,35
'763003520752471',44.0,3.0,35
'763003520832471',44.0,3.0,35
'763003520912471',44.0,3.0,35
'763003521092471',44.0,3.0,35
'763003521172471',44.0,3.0,35
'763003521252471',44.0,3.0,35
'763003521332471',44.0,3.0,35
'763003521412471',44.0,3.0,35
'763003521582471',44.0,3.0,35
'763003521662471',44.0,3.0,35
'763003521742471',44.0,3.0,35
'763003521822471',44.0,3.0,35
'763003522082471',44.0,3.0,35
'763003522162471',44.0,3.0,35
'763003522242471',44.0,3.0,35
'763003522322471',44.0,3.0,35
'763003522402471',44.0,3.0,35
'763003522572471',44.0,3.0,35
'763003522652471',44.0,3.0,35
'763003522732471',44.0,3.0,35
'763003522812471',44.0,3.0,35
'763003522992471',44.0,3.0,35
'763003523072471',44.0,3.0,35
'763003523152471',44.0,3.0,35
'763003523232471',44.0,3.0,35
'763003523312471',44.0,3.0,35
'763003523492471',44.0,3.0,35
'763003523562471',44.0,3.0,35
'763003523642471',44.0,3.0,35
'763003523722471',44.0,3.0,35
'763003523802471',44.0,3.0,35
'763003523982471',44.0,3.0,35
'763003524062471',44.0,3.0,35
'763003524142471',44.0,3.0,35
'763003524222471',44.0,3.0,35
'763003524302471',44.0,3.0,35
'763003524552471',44.0,3.0,35
'763003524632471',44.0,3.0,35
'763003524712471',44.0,3.0,35
'763003524892471',44.0,3.0,35
'763003524972471',44.0,3.0,35
'763003525052471',44.0,3.0,35
'763003525132471',44.0,3.0,35
'763003525212471',44.0,3.0,35
'763003525392471',44.0,3.0,35
'763003525472471',44.0,3.0,35
'763003525542471',44.0,3.0,35
'763003525622471',44.0,3.0,35
'763003525702471',44.0,3.0,35
'763003525882471',44.0,3.0,35
'763003525962471',44.0,3.0,35
'763003526042471',44.0,3.0,35
'763003526122471',44.0,3.0,35
'763003526202471',44.0,3.0,35
'763003526382471',44.0,3.0,35
'763003526462471',44.0,3.0,35
'763003526532471',44.0,3.0,35
'763003526612471',44.0,3.0,35
'763003526792471',44.0,3.0,35
'763003526872471',44.0,3.0,35
'763003526952471',44.0,3.0,35
'763003527032471',44.0,3.0,35
'763003527112471',44.0,3.0,35
'763003527292471',44.0,3.0,35
'763003527452471',44.0,3.0,35
'763003527522471',44.0,3.0,35
'763003527602471',44.0,3.0,35
'763003527782471',44.0,3.0,35
'763003527862471',44.0,3.0,35
'763003527942471',44.0,3.0,35
'763003528102471',44.0,3.0,35
'763003528282471',44.0,3.0,35
'763003528362471',44.0,3.0,35
'763003528442471',44.0,3.0,35
'763003528512471',44.0,3.0,35
'763003528692471',44.0,3.0,35
'763003528772471',44.0,3.0,35
'763003528852471',44.0,3.0,35
'763003528932471',44.0,3.0,35
'763003529012471',44.0,3.0,35
'763003529192471',44.0,3.0,35
'763003529272471',44.0,3.0,35
'763003529352471',44.0,3.0,35
'763003529432471',44.0,3.0,35
'763003529502471',44.0,3.0,35
'763003529682471',44.0,3.0,35
'763003529762471',44.0,3.0,35
'763003529842471',44.0,3.0,35
'763003529922471',44.0,3.0,35
'763003530082471',44.0,3.0,35
'763003530162471',44.0,3.0,35
'763003530242471',44.0,3.0,35
'763003530322471',44.0,3.0,35
'763003530402471',44.0,3.0,35
'763003530572471',44.0,3.0,35
'763003530732471',44.0,3.0,35
'763003530812471',44.0,3.0,35
'763003530992471',44.0,3.0,35
'763003531072471',44.0,3.0,35
'763003531152471',44.0,3.0,35
'763003531232471',44.0,3.0,35
'763003531312471',44.0,3.0,35
'763003531492471',44.0,3.0,35
'763003531562471',44.0,3.0,35
'763003531642471',44.0,3.0,35
'763003531722471',44.0,3.0,35
'763003531802471',44.0,3.0,35
'763003531982471',44.0,3.0,35
'763003532062471',44.0,3.0,35
'763003532142471',44.0,3.0,35
'763003532222471',44.0,3.0,35
'763003532302471',44.0,3.0,35
'763003532482471',44.0,3.0,35
'763003532552471',44.0,3.0,35
'763003532632471',44.0,3.0,35
'763003532712471',44.0,3.0,35
'763003532892471',44.0,3.0,35
'763003532972471',44.0,3.0,35
'763003533132471',44.0,3.0,35
'763003533212471',44.0,3.0,35
'763003533392471',44.0,3.0,35
'763003533962471',44.0,3.0,35
'763003534042471',44.0,3.0,35
'763003534122471',44.0,3.0,35
'763003534202471',44.0,3.0,35
'763003534382471',44.0,3.0,35
'763003534462471',44.0,3.0,35
'763003534532471',44.0,3.0,35
'763003534612471',44.0,3.0,35
'763003534792471',44.0,3.0,35
'763003534872471',44.0,3.0,35
'763003534952471',44.0,3.0,35
'763003535032471',44.0,3.0,35
'763003535112471',44.0,3.0,35
'763003535292471',44.0,3.0,35
'763003535372471',44.0,3.0,35
'763003535452471',44.0,3.0,35
'763003535522471',44.0,3.0,35
'763003535602471',44.0,3.0,35
'763003535782471',44.0,3.0,35
'763003535862471',44.0,3.0,35
'763003535942471',44.0,3.0,35
'763003536022471',44.0,3.0,35
'763003536102471',44.0,3.0,35
'763003536282471',44.0,3.0,35
'763003536362471',44.0,3.0,35
'763003536442471',44.0,3.0,35
'763003536512471',44.0,3.0,35
'763003536692471',44.0,3.0,35
'763003536772471',44.0,3.0,35
'763003536852471',44.0,3.0,35
'763003536932471',44.0,3.0,35
'763003537012471',44.0,3.0,35
'763003537192471',44.0,3.0,35
'763003537272471',44.0,3.0,35
'763003537352471',44.0,3.0,35
'763003537432471',44.0,3.0,35
'763003537502471',44.0,3.0,35
'763003537682471',44.0,3.0,35
'763003537762471',44.0,3.0,35
'763003537842471',44.0,3.0,35
'763003537922471',44.0,3.0,35
'763003538002471',44.0,3.0,35
'763003538182471',44.0,3.0,35
'763003538262471',44.0,3.0,35
'763003538342471',44.0,3.0,35
'763003538422471',44.0,3.0,35
'763003538592471',44.0,3.0,35
'763003538672471',44.0,3.0,35
'763003538752471',44.0,3.0,35
'763003538832471',44.0,3.0,35
'763003538912471',44.0,3.0,35
'763003539092471',44.0,3.0,35
'763003539172471',44.0,3.0,35
'763003539252471',44.0,3.0,35
'763003539332471',44.0,3.0,35
'763003511262472',42.0,3.0,35
'763003518372472',42.0,3.0,35
'763003537342472',42.0,3.0,35
'763003556142472',42.0,3.0,35
'763003556222472',42.0,3.0,35
'763003571562472',42.0,3.0,35
'763003582462472',42.0,3.0,35
'763003582792472',42.0,3.0,35
'763003511662473',42.0,3.0,35
'763003514062473',42.0,3.0,35
'763003514632473',42.0,3.0,35
'763003518512473',42.0,3.0,35
'763003519682473',42.0,3.0,35
'763003520162473',42.0,3.0,35
'763003521722473',42.0,3.0,35
'763003522142473',42.0,3.0,35
'763003525602473',42.0,3.0,35
'763003529172473',42.0,3.0,35
'763003533862473',42.0,3.0,35
'763003536262473',42.0,3.0,35
'763003540462473',42.0,3.0,35
'763003543682473',42.0,3.0,35
'763003544422473',42.0,3.0,35
'763003550352473',43.0,3.0,35
'763003550502473',43.0,3.0,35
'763003550682473',43.0,3.0,35
'763003550842473',43.0,3.0,35
'763003550922473',43.0,3.0,35
'763003551182473',43.0,3.0,35
'763003551262473',43.0,3.0,35
'763003551672473',43.0,3.0,35
'763003551752473',43.0,3.0,35
'763003551832473',43.0,3.0,35
'763003551912473',43.0,3.0,35
'763003552172473',43.0,3.0,35
'763003552332473',43.0,3.0,35
'763003552582473',43.0,3.0,35
'763003552742473',43.0,3.0,35
'763003552902473',43.0,3.0,35
'763003553082473',43.0,3.0,35
'763003553162473',43.0,3.0,35
'763003553242473',43.0,3.0,35
'763003553322473',43.0,3.0,35
'763003553402473',43.0,3.0,35
'763003553572473',43.0,3.0,35
'763003553652473',43.0,3.0,35
'763003553732473',43.0,3.0,35
'763003553812473',43.0,3.0,35
'763003553992473',43.0,3.0,35
'763003554072473',43.0,3.0,35
'763003554492473',43.0,3.0,35
'763003554722473',43.0,3.0,35
'763003554802473',43.0,3.0,35
'763003555062473',43.0,3.0,35
'763003555142473',43.0,3.0,35
'763003555222473',43.0,3.0,35
'763003555482473',43.0,3.0,35
'763003555552473',43.0,3.0,35
'763003555632473',43.0,3.0,35
'763003555892473',43.0,3.0,35
'763003555972473',43.0,3.0,35
'763003556052473',43.0,3.0,35
'763003556132473',43.0,3.0,35
'763003556212473',43.0,3.0,35
'763003556392473',43.0,3.0,35
'763003556472473',43.0,3.0,35
'763003556542473',43.0,3.0,35
'763003556882473',43.0,3.0,35
'763003556962473',43.0,3.0,35
'763003557122473',43.0,3.0,35
'763003557202473',43.0,3.0,35
'763003557532473',43.0,3.0,35
'763003557792473',43.0,3.0,35
'763003557872473',43.0,3.0,35
'763003558032473',43.0,3.0,35
'763003558112473',43.0,3.0,35
'763003558292473',43.0,3.0,35
'763003558862473',43.0,3.0,35
'763003559282473',43.0,3.0,35
'763003559362473',43.0,3.0,35
'763003559442473',43.0,3.0,35
'763003559692473',43.0,3.0,35
'763003559852473',43.0,3.0,35
'763003559932473',43.0,3.0,35
'763003560092473',43.0,3.0,35
'763003560252473',43.0,3.0,35
'763003560412473',43.0,3.0,35
'763003560582473',43.0,3.0,35
'763003560662473',43.0,3.0,35
'763003561082473',43.0,3.0,35
'763003561162473',43.0,3.0,35
'763003561242473',43.0,3.0,35
'763003561322473',43.0,3.0,35
'763003561402473',43.0,3.0,35
'763003561652473',43.0,3.0,35
'763003561812473',43.0,3.0,35
'763003562072473',43.0,3.0,35
'763003562152473',43.0,3.0,35
'763003562312473',43.0,3.0,35
'763003562562473',43.0,3.0,35
'763003562642473',43.0,3.0,35
'763003562722473',43.0,3.0,35
'763003562802473',43.0,3.0,35
'763003563142473',43.0,3.0,35
'763003563222473',43.0,3.0,35
'763003563302473',43.0,3.0,35
'763003563482473',43.0,3.0,35
'763003563632473',43.0,3.0,35
'763003563892473',43.0,3.0,35
'763003564052473',43.0,3.0,35
'763003564132473',43.0,3.0,35
'763003564212473',43.0,3.0,35
'763003564392473',43.0,3.0,35
'763003564472473',43.0,3.0,35
'763003564702473',43.0,3.0,35
'763003564882473',43.0,3.0,35
'763003564962473',43.0,3.0,35
'763003565042473',43.0,3.0,35
'763003565122473',43.0,3.0,35
'763003565202473',43.0,3.0,35
'763003565382473',43.0,3.0,35
'763003565532473',43.0,3.0,35
'763003565612473',43.0,3.0,35
'763003565792473',43.0,3.0,35
'763003565872473',43.0,3.0,35
'763003565952473',43.0,3.0,35
'763003566112473',43.0,3.0,35
'763003566292473',43.0,3.0,35
'763003566522473',43.0,3.0,35
'763003566602473',43.0,3.0,35
'763003566782473',43.0,3.0,35
'763003566862473',43.0,3.0,35
'763003566942473',43.0,3.0,35
'763003567282473',43.0,3.0,35
'763003567362473',43.0,3.0,35
'763003567442473',43.0,3.0,35
'763003567512473',43.0,3.0,35
'763003567692473',43.0,3.0,35
'763003567852473',43.0,3.0,35
'763003568012473',43.0,3.0,35
'763003568192473',43.0,3.0,35
'763003568272473',43.0,3.0,35
'763003568352473',43.0,3.0,35
'763003568432473',43.0,3.0,35
'763003568502473',43.0,3.0,35
'763003568682473',43.0,3.0,35
'763003568842473',43.0,3.0,35
'763003568922473',43.0,3.0,35
'763003569182473',43.0,3.0,35
'763003569342473',43.0,3.0,35
'763003569422473',43.0,3.0,35
'763003569592473',43.0,3.0,35
'763003569672473',43.0,3.0,35
'763003569752473',43.0,3.0,35
'763003569832473',43.0,3.0,35
'763003569912473',43.0,3.0,35
'763003570072473',43.0,3.0,35
'763003570152473',43.0,3.0,35
'763003570232473',43.0,3.0,35
'763003570312473',43.0,3.0,35
'763003570492473',43.0,3.0,35
'763003570562473',43.0,3.0,35
'763003570722473',43.0,3.0,35
'763003570802473',43.0,3.0,35
'763003571062473',43.0,3.0,35
'763003571142473',43.0,3.0,35
'763003571222473',43.0,3.0,35
'763003571632473',43.0,3.0,35
'763003571712473',43.0,3.0,35
'763003571972473',43.0,3.0,35
'763003572052473',43.0,3.0,35
'763003572132473',43.0,3.0,35
'763003572392473',43.0,3.0,35
'763003572472473',43.0,3.0,35
'763003572542473',43.0,3.0,35
'763003572622473',43.0,3.0,35
'763003572702473',43.0,3.0,35
'763003572962473',43.0,3.0,35
'763003573122473',43.0,3.0,35
'763003573382473',43.0,3.0,35
'763003573532473',43.0,3.0,35
'763003573792473',43.0,3.0,35
'763003573872473',43.0,3.0,35
'763003574372473',43.0,3.0,35
'763003574452473',43.0,3.0,35
'763003574522473',43.0,3.0,35
'763003574602473',43.0,3.0,35
'763003574782473',43.0,3.0,35
'763003574862473',43.0,3.0,35
'763003574942473',43.0,3.0,35
'763003575282473',43.0,3.0,35
'763003575442473',43.0,3.0,35
'763003575512473',43.0,3.0,35
'763003575692473',43.0,3.0,35
'763003575772473',43.0,3.0,35
'763003575852473',43.0,3.0,35
'763003575932473',43.0,3.0,35
'763003576012473',43.0,3.0,35
'763003576192473',43.0,3.0,35
'763003576272473',43.0,3.0,35
'763003576502473',43.0,3.0,35
'763003576682473',43.0,3.0,35
'763003576762473',43.0,3.0,35
'763003577182473',43.0,3.0,35
'763003577342473',43.0,3.0,35
'763003577592473',43.0,3.0,35
'763003577752473',43.0,3.0,35
'763003577832473',43.0,3.0,35
'763003577912473',43.0,3.0,35
'763003578092473',43.0,3.0,35
'763003578172473',43.0,3.0,35
'763003578582473',43.0,3.0,35
'763003578742473',43.0,3.0,35
'763003578822473',43.0,3.0,35
'763003579162473',43.0,3.0,35
'763003579242473',43.0,3.0,35
'763003579402473',43.0,3.0,35
'763003579732473',43.0,3.0,35
'763003580052473',43.0,3.0,35
'763003580212473',43.0,3.0,35
'763003580622473',43.0,3.0,35
'763003580962473',43.0,3.0,35
'763003581042473',43.0,3.0,35
'763003581122473',43.0,3.0,35
'763003581202473',43.0,3.0,35
'763003581382473',43.0,3.0,35
'763003581462473',43.0,3.0,35
'763003582112473',43.0,3.0,35
'763003582452473',43.0,3.0,35
'763003582522473',43.0,3.0,35
'763003582602473',43.0,3.0,35
'763003582782473',43.0,3.0,35
'763003582862473',43.0,3.0,35
'763003582942473',43.0,3.0,35
'763003583102473',43.0,3.0,35
'763003583692473',43.0,3.0,35
'763003583852473',43.0,3.0,35
'763003584192473',43.0,3.0,35
'763003584272473',43.0,3.0,35
'763003584352473',43.0,3.0,35
'763003584762473',43.0,3.0,35
'763003585182473',43.0,3.0,35
'763003585422473',43.0,3.0,35
'763003585752473',43.0,3.0,35
'763003585832473',43.0,3.0,35
'763003585912473',43.0,3.0,35
'763003586252473',43.0,3.0,35
'763003586412473',43.0,3.0,35
'763003586582473',43.0,3.0,35
'763003587242473',43.0,3.0,35
'763003587652473',43.0,3.0,35
'763003587732473',43.0,3.0,35
'763003587992473',43.0,3.0,35
'763003588072473',43.0,3.0,35
'763003588152473',43.0,3.0,35
'763003588232473',43.0,3.0,35
'763003588312473',43.0,3.0,35
'763003588562473',43.0,3.0,35
'763003588642473',43.0,3.0,35
'763003588722473',43.0,3.0,35
'763003588982473',43.0,3.0,35
'763003589302473',43.0,3.0,35
'763003589632473',43.0,3.0,35
'763003589712473',43.0,3.0,35
'763003589892473',43.0,3.0,35
'763003589972473',43.0,3.0,35
'763003590032473',43.0,3.0,35
'763003590112473',43.0,3.0,35
'763003590372473',43.0,3.0,35
'763003590602473',43.0,3.0,35
'763003590782473',43.0,3.0,35
'763003590862473',43.0,3.0,35
'763003590942473',43.0,3.0,35
'763003591102473',43.0,3.0,35
'763003591282473',43.0,3.0,35
'763003591362473',43.0,3.0,35
'763003591442473',43.0,3.0,35
'763003591512473',43.0,3.0,35
'763003591772473',43.0,3.0,35
'763003591852473',43.0,3.0,35
'763003592012473',43.0,3.0,35
'763003592192473',43.0,3.0,35
'763003592272473',43.0,3.0,35
'763003592682473',43.0,3.0,35
'763003592922473',43.0,3.0,35
'763003593002473',43.0,3.0,35
'763003593262473',43.0,3.0,35
'763003593342473',43.0,3.0,35
'763003593422473',43.0,3.0,35
'763003593752473',43.0,3.0,35
'763003593832473',43.0,3.0,35
'763003594092473',43.0,3.0,35
'763003594252473',43.0,3.0,35
'763003594412473',43.0,3.0,35
'763003594742473',43.0,3.0,35
'763003594822473',43.0,3.0,35
'763003595162473',43.0,3.0,35
'763003595242473',43.0,3.0,35
'763003595402473',43.0,3.0,35
'763003596072473',43.0,3.0,35
'763003596232473',43.0,3.0,35
'763003596312473',43.0,3.0,35
'763003596562473',43.0,3.0,35
'763003596722473',43.0,3.0,35
'763003596802473',43.0,3.0,35
'763003597142473',43.0,3.0,35
'763003597222473',43.0,3.0,35
'763003597302473',43.0,3.0,35
'763003597482473',43.0,3.0,35
'763003597552473',43.0,3.0,35
'763003597632473',43.0,3.0,35
'763003597712473',43.0,3.0,35
'763003598052473',43.0,3.0,35
'763003598542473',43.0,3.0,35
'763003599042473',43.0,3.0,35
'763003599122473',43.0,3.0,35
'763003599382473',43.0,3.0,35
'763003599532473',43.0,3.0,35
'763003599792473',43.0,3.0,35
'763003500012474',43.0,3.0,35
'763003500192474',43.0,3.0,35
'763003500272474',43.0,3.0,35
'763003500432474',43.0,3.0,35
'763003500502474',43.0,3.0,35
'763003500762474',43.0,3.0,35
'763003500922474',43.0,3.0,35
'763003501672474',43.0,3.0,35
'763003502252474',43.0,3.0,35
'763003502332474',43.0,3.0,35
'763003502412474',43.0,3.0,35
'763003502662474',43.0,3.0,35
'763003502902474',43.0,3.0,35
'763003503322474',43.0,3.0,35
'763003503402474',43.0,3.0,35
'763003503732474',43.0,3.0,35
'763003503992474',43.0,3.0,35
'763003504072474',43.0,3.0,35
'763003504152474',43.0,3.0,35
'763003504312474',43.0,3.0,35
'763003504492474',43.0,3.0,35
'763003504642474',43.0,3.0,35
'763003504722474',43.0,3.0,35
'763003505062474',43.0,3.0,35
'763003505142474',43.0,3.0,35
'763003505482474',43.0,3.0,35
'763003505632474',43.0,3.0,35
'763003505892474',43.0,3.0,35
'763003505972474',43.0,3.0,35
'763003506052474',43.0,3.0,35
'763003506212474',43.0,3.0,35
'763003506392474',43.0,3.0,35
'763003506542474',43.0,3.0,35
'763003506622474',43.0,3.0,35
'763003506882474',43.0,3.0,35
'763003507202474',43.0,3.0,35
'763003507382474',43.0,3.0,35
'763003507612474',43.0,3.0,35
'763003507792474',43.0,3.0,35
'763003507872474',43.0,3.0,35
'763003507952474',43.0,3.0,35
'763003508032474',43.0,3.0,35
'763003508112474',43.0,3.0,35
'763003508292474',43.0,3.0,35
'763003508452474',43.0,3.0,35
'763003508522474',43.0,3.0,35
'763003508602474',43.0,3.0,35
'763003508862474',43.0,3.0,35
'763003508942474',43.0,3.0,35
'763003509022474',43.0,3.0,35
'763003509512474',43.0,3.0,35
'763003509772474',43.0,3.0,35
'763003509852474',43.0,3.0,35
'763003509932474',43.0,3.0,35
'763003510092474',43.0,3.0,35
'763003510172474',43.0,3.0,35
'763003510332474',43.0,3.0,35
'763003510412474',43.0,3.0,35
'763003510662474',43.0,3.0,35
'763003510742474',43.0,3.0,35
'763003510902474',43.0,3.0,35
'763003511082474',43.0,3.0,35
'763003511162474',43.0,3.0,35
'763003511242474',43.0,3.0,35
'763003511322474',43.0,3.0,35
'763003511402474',43.0,3.0,35
'763003511572474',43.0,3.0,35
'763003511652474',43.0,3.0,35
'763003511812474',43.0,3.0,35
'763003512072474',43.0,3.0,35
'763003512152474',43.0,3.0,35
'763003512562474',43.0,3.0,35
'763003512642474',43.0,3.0,35
'763003512722474',43.0,3.0,35
'763003512802474',43.0,3.0,35
'763003512982474',43.0,3.0,35
'763003513062474',43.0,3.0,35
'763003513142474',43.0,3.0,35
'763003513222474',43.0,3.0,35
'763003513302474',43.0,3.0,35
'763003513482474',43.0,3.0,35
'763003513632474',43.0,3.0,35
'763003513712474',43.0,3.0,35
'763003513972474',43.0,3.0,35
'763003514052474',43.0,3.0,35
'763003514132474',43.0,3.0,35
'763003514212474',43.0,3.0,35
'763003514392474',43.0,3.0,35
'763003514542474',43.0,3.0,35
'763003514702474',43.0,3.0,35
'763003514962474',43.0,3.0,35
'763003515202474',43.0,3.0,35
'763003515382474',43.0,3.0,35
'763003515462474',43.0,3.0,35
'763003515612474',43.0,3.0,35
'763003515792474',43.0,3.0,35
'763003515872474',43.0,3.0,35
'763003515952474',43.0,3.0,35
'763003516112474',43.0,3.0,35
'763003516372474',43.0,3.0,35
'763003516452474',43.0,3.0,35
'763003516782474',43.0,3.0,35
'763003516862474',43.0,3.0,35
'763003517362474',43.0,3.0,35
'763003517772474',43.0,3.0,35
'763003517852474',43.0,3.0,35
'763003517932474',43.0,3.0,35
'763003518012474',43.0,3.0,35
'763003518272474',43.0,3.0,35
'763003518502474',43.0,3.0,35
'763003518762474',43.0,3.0,35
'763003518922474',43.0,3.0,35
'763003519182474',43.0,3.0,35
'763003519342474',43.0,3.0,35
'763003519422474',43.0,3.0,35
'763003519592474',43.0,3.0,35
'763003519832474',43.0,3.0,35
'763003519912474',43.0,3.0,35
'763003520152474',43.0,3.0,35
'763003520312474',43.0,3.0,35
'763003520562474',43.0,3.0,35
'763003520642474',43.0,3.0,35
'763003520722474',43.0,3.0,35
'763003520802474',43.0,3.0,35
'763003520982474',43.0,3.0,35
'763003521062474',43.0,3.0,35
'763003521142474',43.0,3.0,35
'763003521222474',43.0,3.0,35
'763003521552474',43.0,3.0,35
'763003521712474',43.0,3.0,35
'763003521892474',43.0,3.0,35
'763003522212474',43.0,3.0,35
'763003522702474',43.0,3.0,35
'763003522882474',43.0,3.0,35
'763003523202474',43.0,3.0,35
'763003523532474',43.0,3.0,35
'763003523792474',43.0,3.0,35
