wagon_ID,loading_state,loading_state_update,altitude,latitude,longitude,signal_quality_satellite,signal_quality_hdop,determination_position,GNSS_velocity,timestamp_measure_position,timestamp_transfer,movement_state,timestamp_measure_movement_state,timestamp_index,provider
'763003520982458',Beladen,42 days 10:26:05,-4.0,53.574825,8.561932,10.0,1.1,1,0.0,42 days 18:40:01.903000,42 days 18:40:12.149000,parking,42 days 18:40:01.903000,42 days 18:40:30,35
'763003519462462',Beladen,39 days 22:45:56,126.0,49.106699,8.570195,10.0,2.8,1,83.0,39 days 23:26:13.297000,39 days 23:26:38.118000,moving,39 days 23:26:13.297000,39 days 23:26:47,35
'903003515814365',Beladen,43 days 16:25:54,316.0,50.368513,9.577869,12.0,4.8,1,57.0,43 days 20:43:15.288000,43 days 20:43:27.586000,moving,43 days 20:43:15.288000,43 days 20:43:44,35
'903003522644367',Leer,40 days 23:46:37,418.0,48.983942,10.89043,12.0,1.7,1,0.0,41 days 04:11:22,41 days 04:13:03.477000,moving,41 days 04:11:22,41 days 04:13:26,35
'2863003539636639',Leer,42 days 23:46:55,-11.0,53.467405,9.973632,11.0,1.4,1,0.0,43 days 00:50:20.739000,43 days 00:50:31.336000,standing,43 days 00:50:20.739000,43 days 00:51:33,35
'1113003517773553',Beladen,37 days 22:45:39,121.0,49.012031,8.476764,12.0,3.5,1,73.0,37 days 23:26:23.315000,37 days 23:26:51.258000,moving,37 days 23:26:23.315000,37 days 23:26:56,35
'763003539132459',Beladen,42 days 23:46:55,48.0,44.807611,10.338067,10.0,1.9,1,95.0,43 days 03:13:43.314000,43 days 03:14:06.664000,moving,43 days 03:13:43.314000,43 days 03:14:26,35
'2863003552246639',Leer,43 days 22:45:45,105.0,51.791836,9.928521,10.0,2.5,1,0.0,43 days 23:30:57.570000,43 days 23:44:54.649000,standing,43 days 23:30:57.570000,43 days 23:45:11,35
'763003517222462',Leer,43 days 10:25:55,112.0,49.199631,8.497492,11.0,2.3,1,75.0,43 days 22:56:41.336000,43 days 22:57:24.024000,moving,43 days 22:56:41.336000,43 days 22:57:45,35
'2863003547676635',Beladen,43 days 23:46:50,43.0,52.896166,12.11793,11.0,1.0,1,0.0,44 days 02:18:43,44 days 02:19:50.613000,moving,44 days 02:18:43,44 days 02:19:53,35
'2863003515876639',Leer,39 days 01:03:32,107.0,52.336257,14.545479,9.0,3.0,1,0.0,39 days 01:59:25,39 days 02:00:56.430000,moving,39 days 01:59:25,39 days 02:01:11,35
'763003532102459',Beladen,42 days 23:46:55,263.0,46.309513,8.987178,11.0,7.6,1,19.0,43 days 21:03:34.309000,43 days 21:03:32.305000,moving,43 days 21:03:34.309000,43 days 21:03:51,35
'2863003512006644',Leer,43 days 10:25:55,494.0,48.214406,11.541242,10.0,2.0,1,0.0,43 days 13:03:50,43 days 13:04:46.118000,moving,43 days 13:03:50,43 days 13:05:05,35
'1113003557510691',Leer,41 days 05:05:40,208.0,50.886167,9.989627,11.0,4.6,1,0.0,41 days 05:37:15.489000,41 days 05:37:28.414000,standing,41 days 05:37:15.489000,41 days 05:37:40,35
'1113003570620691',Leer,41 days 07:05:40,273.0,50.811487,9.978966,11.0,1.3,1,0.0,41 days 08:20:56.670000,41 days 08:21:09.868000,standing,41 days 08:20:56.670000,41 days 08:21:25,35
'2863003535126643',Beladen,44 days 13:25:40,35.0,51.957828,14.70678,9.0,2.8,1,0.0,44 days 16:52:27.977000,44 days 16:52:46.051000,standing,44 days 16:52:27.977000,44 days 16:52:54,35
'763003533112457',Beladen,43 days 23:46:50,184.0,50.764345,8.743289,10.0,2.8,1,88.0,44 days 02:19:56.335000,44 days 02:20:27.410000,moving,44 days 02:19:56.335000,44 days 02:20:44,35
'763003521062474',Beladen,40 days 23:46:37,359.0,48.798473,11.758107,10.0,2.8,1,0.0,41 days 01:52:27.675000,41 days 01:52:41.118000,standing,41 days 01:52:27.675000,41 days 01:52:53,35
'763003566282458',Beladen,39 days 02:05:37,333.0,47.536609,7.640597,8.0,7.2,1,0.0,39 days 16:43:14,39 days 16:45:06.477000,moving,39 days 16:43:14,39 days 16:45:15,35
'1113003582734852',Leer,43 days 10:25:55,88.0,52.390634,9.615399,12.0,2.9,1,0.0,43 days 21:49:25,43 days 21:50:27.821000,moving,43 days 21:49:25,43 days 21:50:47,35
'1113003500870689',Beladen,40 days 23:46:37,66.0,52.379497,9.955774,8.0,1.7,1,0.0,41 days 07:22:20.770000,41 days 07:22:43.336000,parking,41 days 07:22:20.770000,41 days 07:23:05,35
'1113003505483553',Beladen,39 days 16:05:54,192.0,45.627444,9.215406,9.0,4.1,1,0.0,39 days 17:10:13.154000,39 days 17:10:45.336000,parking,39 days 17:10:13.154000,39 days 17:10:54,35
'2863003551906639',Leer,40 days 17:05:50,145.0,51.300578,7.009449,11.0,1.6,1,0.0,40 days 18:17:13.348000,40 days 18:17:27.180000,standing,40 days 18:17:13.348000,40 days 18:17:37,35
'763003514392458',Leer,40 days 08:05:43,267.0,47.552906,7.616406,10.0,1.9,1,0.0,40 days 10:07:21.260000,40 days 10:07:47.414000,standing,40 days 10:07:21.260000,40 days 10:08:13,35
'1113003502743553',Beladen,42 days 23:15:51,275.0,45.766107,9.081319,8.0,1.9,1,47.0,43 days 06:06:40.318000,43 days 06:06:59.336000,moving,43 days 06:06:40.318000,43 days 06:07:15,35
'763003515632464',Beladen,39 days 14:05:46,497.0,47.606171,12.184634,9.0,3.0,1,80.0,39 days 14:40:06.323000,39 days 14:40:36.805000,moving,39 days 14:40:06.323000,39 days 14:40:49,35
'2863003538586645',Leer,39 days 22:45:56,93.0,51.834438,6.258274,13.0,4.1,1,0.0,40 days 00:04:52,40 days 00:09:40.883000,,NaT,40 days 00:11:41,35
'1498003522572468',Beladen,43 days 08:26:01,319.0,48.594329,13.376411,9.0,2.1,1,0.0,43 days 16:51:49.092000,43 days 16:52:00.633000,standing,43 days 16:51:49.092000,43 days 16:52:18,35
'1113003559623948',Leer,42 days 19:26:18,59.0,50.953242,7.011404,11.0,2.3,1,0.0,42 days 23:03:23.455000,42 days 23:03:48.133000,standing,42 days 23:03:23.455000,42 days 23:04:07,35
'903003500964365',Beladen,42 days 11:05:55,84.0,52.198126,8.559005,10.0,1.2,1,0.0,42 days 18:13:47.400000,42 days 18:13:59.149000,standing,42 days 18:13:47.400000,42 days 18:14:17,35
'763003554372469',Beladen,40 days 07:05:53,284.0,51.042316,9.869135,8.0,1.7,1,75.0,40 days 07:41:24.320000,40 days 07:41:40.258000,moving,40 days 07:41:24.320000,40 days 07:41:50,35
'1113003521933540',Beladen,44 days 09:05:35,78.0,49.455953,8.52268,11.0,2.3,1,0.0,44 days 12:02:57,44 days 12:04:53.004000,moving,44 days 12:02:57,44 days 12:05:05,35
'763003509472471',Beladen,40 days 02:05:38,146.0,49.984189,9.160251,12.0,5.3,1,0.0,40 days 12:35:24.768000,40 days 12:35:42.164000,standing,40 days 12:35:24.768000,40 days 12:35:56,35
'1113003512253536',Leer,42 days 23:46:55,271.0,48.25906,14.329749,8.0,1.8,1,0.0,43 days 07:39:47.239000,43 days 07:39:55.852000,standing,43 days 07:39:47.239000,43 days 07:40:14,35
'1113003506013540',Beladen,40 days 23:15:52,30.0,45.407108,11.225583,9.0,5.3,1,98.0,41 days 16:32:36.172000,41 days 16:32:39.227000,moving,41 days 16:32:36.172000,41 days 16:32:59,35
'763003506962458',Leer,39 days 09:26:05,421.0,47.111821,9.221605,8.0,2.7,1,89.0,39 days 16:25:31.301000,39 days 16:25:52.289000,moving,39 days 16:25:31.301000,39 days 16:26:03,35
'1113003505540691',Leer,42 days 13:05:55,34.0,53.48653,9.97799,9.0,1.5,1,0.0,42 days 17:11:20.648000,42 days 17:11:37.211000,standing,42 days 17:11:20.648000,42 days 17:11:56,35
'763003570892458',Leer,42 days 23:15:51,1.0,51.839373,4.580118,11.0,1.3,1,0.0,43 days 00:22:25.956000,43 days 00:22:41.399000,parking,43 days 00:22:25.956000,43 days 00:23:07,35
'903003501944366',Leer,41 days 22:45:46,-6.0,53.359301,7.213625,11.0,2.6,1,0.0,42 days 00:18:15.350000,42 days 00:18:26.868000,standing,42 days 00:18:15.350000,42 days 00:18:58,35
'2863003589096635',Beladen,41 days 10:25:52,64.0,52.356668,9.794825,9.0,2.4,1,0.0,41 days 14:41:15.854000,41 days 14:41:41.368000,standing,41 days 14:41:15.854000,41 days 14:41:57,35
'763003524212464',Beladen,37 days 22:45:39,19.0,55.795921,13.110953,10.0,2.6,1,8.0,42 days 05:47:57.312000,42 days 05:48:10.243000,moving,42 days 05:47:57.312000,42 days 05:48:25,35
'903003597654366',Beladen,42 days 23:15:51,379.0,48.526384,12.033981,9.0,3.1,1,0.0,43 days 14:22:20,43 days 14:24:47.430000,moving,43 days 14:22:20,43 days 14:25:11,35
'763003535932464',Beladen,41 days 19:05:55,217.0,51.26161,9.426606,11.0,1.7,1,0.0,41 days 20:17:10.535000,41 days 20:17:23.227000,parking,41 days 20:17:10.535000,41 days 20:17:36,35
'763003553732473',Leer,39 days 06:05:41,390.0,48.623146,12.316885,8.0,1.8,1,0.0,39 days 07:38:34,39 days 07:40:27.399000,moving,39 days 07:38:34,39 days 07:40:37,35
'903003506654366',Leer,43 days 23:46:50,370.0,48.778121,11.42793,10.0,2.3,1,0.0,44 days 01:51:55.739000,44 days 01:55:00.848000,parking,44 days 01:51:55.739000,44 days 01:55:07,35
'1113003520374852',Leer,43 days 09:25:56,275.0,49.309161,7.077276,10.0,1.5,1,78.0,43 days 13:16:04.050000,43 days 13:16:17.071000,moving,43 days 13:16:04.050000,43 days 13:16:45,35
'2863003526026646',Beladen,41 days 18:46:00,80.0,52.26262,10.351664,11.0,2.5,1,0.0,41 days 22:57:07.218000,41 days 22:57:34.102000,standing,41 days 22:57:07.218000,41 days 22:58:05,35
'763003551822474',Leer,42 days 07:43:37,228.0,51.252604,9.433967,10.0,2.1,1,0.0,42 days 08:38:24.189000,42 days 08:38:47.024000,parking,42 days 08:38:24.189000,42 days 08:39:02,35
'1113003544293948',Beladen,40 days 13:05:49,262.0,49.349963,7.162435,9.0,2.4,1,0.0,40 days 13:42:15.720000,40 days 13:42:30.946000,standing,40 days 13:42:15.720000,40 days 13:42:45,35
'903003528014367',Leer,36 days 22:46:11,133.0,47.760445,18.443857,11.0,2.2,1,36.0,41 days 22:32:26.326000,41 days 22:32:49.102000,moving,41 days 22:32:26.326000,41 days 22:33:07,35
'763003559502474',Leer,41 days 23:46:47,45.0,52.393021,9.628805,11.0,1.3,1,0.0,42 days 00:26:19,42 days 00:27:10.368000,,NaT,42 days 00:27:25,35
'1113003566880689',Leer,41 days 23:46:47,130.0,51.606394,9.928779,12.0,2.3,1,99.0,42 days 01:03:54.318000,42 days 01:04:07.852000,moving,42 days 01:03:54.318000,42 days 01:04:42,35
'1113003519580691',Leer,43 days 22:45:45,158.0,51.248809,9.989814,11.0,1.3,1,98.0,43 days 23:52:23.835000,43 days 23:54:27.024000,moving,43 days 23:52:23.835000,43 days 23:54:47,35
'1113003513620691',Leer,41 days 02:05:41,104.0,50.115848,8.716689,9.0,1.6,1,0.0,41 days 08:12:22,41 days 08:14:11.868000,moving,41 days 08:12:22,41 days 08:14:25,35
'763003515782459',Beladen,43 days 12:05:41,500.0,48.338207,11.444824,11.0,2.5,1,85.0,43 days 21:54:37.305000,43 days 21:54:51.321000,moving,43 days 21:54:37.305000,43 days 21:55:08,35
'1113003517164852',Beladen,40 days 10:05:49,35.0,52.411624,12.664928,12.0,3.8,1,0.0,40 days 20:56:11,40 days 20:57:01.399000,moving,40 days 20:56:11,40 days 20:57:50,35
'903003524214367',Beladen,42 days 23:15:51,469.0,48.416297,11.473609,8.0,1.8,1,0.0,43 days 16:12:57.410000,43 days 17:07:48.493000,standing,43 days 16:12:57.410000,43 days 17:08:07,35
'1113003509620689',Beladen,38 days 14:05:54,168.0,50.193266,9.17019,10.0,3.4,1,83.0,38 days 18:48:49.253000,38 days 18:48:57.602000,moving,38 days 18:48:49.253000,38 days 18:49:16,35
'1172853532745332',Beladen,40 days 23:15:52,102.0,52.85648,18.198529,10.0,2.4,1,0.0,41 days 07:24:45.174000,41 days 07:25:08.430000,standing,41 days 07:24:45.174000,41 days 07:25:20,35
'903003503844366',Leer,43 days 14:25:55,168.0,49.964951,9.768081,9.0,2.5,1,0.0,43 days 19:36:36.645000,43 days 19:37:19.649000,standing,43 days 19:36:36.645000,43 days 19:37:36,35
'1113003514810689',Leer,43 days 07:23:37,42.0,52.30781,11.684921,9.0,5.2,1,0.0,43 days 19:35:41,43 days 19:37:16.399000,moving,43 days 19:35:41,43 days 19:37:45,35
'1113003506610691',Beladen,42 days 08:05:46,33.0,52.501473,11.845854,11.0,1.8,1,87.0,42 days 10:01:59.361000,42 days 10:02:20.680000,moving,42 days 10:01:59.361000,42 days 10:02:54,35
'1113003520750689',Beladen,42 days 01:04:04,34.0,52.305079,11.683546,11.0,3.9,1,0.0,42 days 02:04:07,42 days 02:04:57.024000,moving,42 days 02:04:07,42 days 02:05:13,35
'763003510992459',Beladen,39 days 10:05:44,18.0,51.308862,3.1906,8.0,1.7,1,0.0,39 days 15:35:29.644000,39 days 15:35:44.789000,standing,39 days 15:35:29.644000,39 days 15:36:03,35
'903003565304366',Leer,38 days 23:46:44,284.0,45.301371,22.283833,8.0,3.1,1,25.0,39 days 16:18:44.342000,39 days 16:19:13.758000,moving,39 days 16:18:44.342000,39 days 16:19:37,35
'2863003574026639',Leer,43 days 22:45:45,281.0,50.561427,9.679953,8.0,1.3,1,0.0,43 days 16:02:39,43 days 23:30:36.649000,moving,43 days 16:02:39,43 days 23:31:41,35
'1113003544850689',Beladen,39 days 23:46:44,257.0,47.800261,7.263562,9.0,1.8,1,6.0,40 days 06:25:35.323000,40 days 06:25:38.024000,moving,40 days 06:25:35.323000,40 days 06:25:47,35
'1113003562900689',Beladen,41 days 23:46:47,78.0,52.379377,9.957946,11.0,5.8,1,0.0,42 days 08:13:43,42 days 08:14:20.258000,moving,42 days 08:13:43,42 days 08:14:35,35
'1113003509880689',Leer,42 days 12:14:19.604000,39.0,53.139701,11.741662,9.0,2.3,1,99.0,42 days 18:01:48.353000,42 days 18:02:01.446000,moving,42 days 18:01:48.353000,42 days 18:02:15,35
'1113003565710689',Beladen,37 days 22:45:39,150.0,48.449947,7.654862,11.0,1.5,1,92.0,38 days 11:44:20.176000,38 days 11:44:26.539000,moving,38 days 11:44:20.176000,38 days 11:44:33,35
'903003510514366',Beladen,40 days 23:15:52,121.0,44.483636,26.067031,9.0,2.4,1,0.0,41 days 09:24:05.948000,41 days 09:24:20.789000,standing,41 days 09:24:05.948000,41 days 09:24:46,35
'1113003505740689',Beladen,42 days 18:04:15,2.0,53.498313,9.971907,9.0,1.9,1,0.0,42 days 18:45:55,42 days 18:47:48.883000,moving,42 days 18:45:55,42 days 18:48:02,35
'1113003526275400',Beladen,38 days 23:46:44,1033.0,47.133881,13.12464,13.0,4.2,1,75.0,39 days 10:51:47.309000,39 days 10:52:00.789000,moving,39 days 10:51:47.309000,39 days 10:52:10,35
'763003560412457',Leer,40 days 23:46:37,103.0,49.443334,8.557992,10.0,1.5,1,0.0,41 days 05:39:08,41 days 05:39:32.852000,moving,41 days 05:39:08,41 days 05:40:02,35
'763003594232459',Beladen,41 days 23:46:47,88.0,50.115729,8.714818,8.0,7.3,1,0.0,42 days 06:53:32,42 days 06:55:14.352000,moving,42 days 06:53:32,42 days 06:55:29,35
'903003593694366',Beladen,41 days 23:46:47,247.0,49.809397,9.880957,9.0,2.3,1,0.0,42 days 08:49:55,42 days 08:51:36.086000,moving,42 days 08:49:55,42 days 08:51:59,35
'763003565202457',Leer,37 days 22:45:39,307.0,47.537863,7.637441,10.0,2.6,1,0.0,37 days 23:32:15.529000,37 days 23:32:33.914000,standing,37 days 23:32:15.529000,37 days 23:32:41,35
'763003503702469',Beladen,42 days 16:26:00,13.0,53.856686,8.713673,11.0,2.4,1,0.0,42 days 19:14:44.424000,42 days 19:14:55.508000,parking,42 days 19:14:44.424000,42 days 19:15:14,35
'903003561754366',Leer,37 days 22:45:39,96.0,44.768036,22.391299,10.0,3.8,1,0.0,37 days 23:48:42.072000,37 days 23:49:42.039000,standing,37 days 23:48:42.072000,37 days 23:49:50,35
'763003505222458',Leer,37 days 23:46:39,242.0,45.832186,9.016124,12.0,1.9,1,0.0,38 days 23:03:02.769000,38 days 23:03:39.883000,standing,38 days 23:03:02.769000,38 days 23:03:51,35
'1113003530093948',Leer,34 days 23:18:40,-4.0,51.056074,2.46123,9.0,1.5,1,0.0,40 days 18:01:00.681000,40 days 18:01:54.836000,parking,40 days 18:01:00.681000,40 days 18:02:19,35
'763003525282458',Beladen,38 days 10:43:43,488.0,47.068593,9.474832,8.0,2.0,1,77.0,38 days 15:32:05.332000,38 days 15:32:26.305000,moving,38 days 15:32:05.332000,38 days 15:32:34,35
'903003578834367',Leer,42 days 13:05:55,182.0,50.953649,9.800787,9.0,2.6,1,0.0,42 days 16:26:42.434000,42 days 16:27:01.946000,standing,42 days 16:26:42.434000,42 days 16:27:27,35
'1113003564914852',Beladen,37 days 23:46:39,395.0,48.658389,9.790069,11.0,3.7,1,80.0,38 days 00:34:26.340000,38 days 00:34:49.352000,moving,38 days 00:34:26.340000,38 days 00:34:57,35
'1113003564150689',Beladen,40 days 23:46:37,230.0,47.826262,7.32936,9.0,2.5,1,0.0,41 days 06:00:56.875000,41 days 06:01:11.789000,standing,41 days 06:00:56.875000,41 days 06:01:26,35
'1113003584580691',Beladen,42 days 23:46:55,219.0,50.888023,9.99175,12.0,1.1,1,0.0,43 days 09:48:40.168000,43 days 09:49:51.758000,parking,43 days 09:48:40.168000,43 days 09:50:24,35
'763003501742459',Beladen,42 days 23:46:55,270.0,50.877886,8.044178,12.0,1.9,1,0.0,43 days 11:44:55.116000,43 days 11:44:46.836000,standing,43 days 11:44:55.116000,43 days 11:45:06,35
'763003554592462',Beladen,44 days 07:05:36,109.0,49.462299,8.508697,10.0,4.0,1,0.0,44 days 08:16:07.752000,44 days 08:16:40.801000,standing,44 days 08:16:07.752000,44 days 08:16:49,35
'763003511652474',Beladen,41 days 06:05:39,505.0,47.825429,12.998354,9.0,2.8,1,0.0,41 days 09:04:31.484000,41 days 09:04:58.774000,standing,41 days 09:04:31.484000,41 days 09:05:14,35
'1113003503113541',Beladen,44 days 17:05:38,224.0,50.991808,11.146113,8.0,3.3,1,82.0,44 days 17:34:05.324000,44 days 17:34:22.473000,moving,44 days 17:34:05.324000,44 days 17:34:36,35
'903003504664367',Beladen,44 days 07:05:36,498.0,48.19108,11.520994,10.0,1.6,1,0.0,44 days 17:02:49.351000,44 days 17:03:16.566000,standing,44 days 17:02:49.351000,44 days 17:03:23,35
'903003567464366',Beladen,42 days 01:05:41,2.0,53.39699,10.073724,11.0,2.8,1,0.0,42 days 02:28:24.606000,42 days 02:28:40.352000,parking,42 days 02:28:24.606000,42 days 02:28:54,35
'3073003521076640',Leer,40 days 23:15:52,38.0,52.43484,10.744005,10.0,4.2,1,0.0,41 days 06:14:07.817000,41 days 06:14:36.680000,standing,41 days 06:14:07.817000,41 days 06:14:48,35
'1113003510664858',Beladen,39 days 23:16:02,1.0,55.491398,9.447951,11.0,3.3,1,74.0,40 days 02:37:14.308000,40 days 02:37:49.524000,moving,40 days 02:37:14.308000,40 days 02:38:00,35
'1113003518074852',Leer,39 days 01:05:38,141.0,49.349608,8.137536,12.0,1.7,1,90.0,39 days 01:40:08.280000,39 days 01:40:16.602000,moving,39 days 01:40:08.280000,39 days 01:40:25,35
'1113003551510689',Leer,41 days 13:23:41,230.0,50.886711,9.990824,9.0,6.9,1,0.0,41 days 14:27:19.226000,41 days 14:27:30.196000,standing,41 days 14:27:19.226000,41 days 14:27:43,35
'2863003515986644',Leer,38 days 23:18:14,62.0,52.437536,10.768656,10.0,1.7,1,0.0,39 days 17:15:20.125000,39 days 17:16:08.149000,parking,39 days 17:15:20.125000,39 days 17:16:21,35
'763003588072473',Beladen,41 days 23:46:47,-62.0,55.58091,12.802822,10.0,1.9,1,78.0,42 days 05:57:36.299000,42 days 05:59:35.524000,moving,42 days 05:57:36.299000,42 days 05:59:56,35
'903003546584367',Leer,40 days 15:05:52,162.0,50.589739,8.455661,11.0,4.1,1,84.0,40 days 22:10:40.423000,40 days 22:11:02.227000,moving,40 days 22:10:40.423000,40 days 22:11:16,35
'763003574522473',Beladen,40 days 23:46:37,-12.0,53.40488,10.058371,10.0,2.0,1,0.0,41 days 06:02:35.196000,41 days 06:02:47.743000,standing,41 days 06:02:35.196000,41 days 06:03:03,35
'1113003559813911',Beladen,41 days 23:46:47,75.0,50.386771,7.566627,10.0,3.8,1,60.0,42 days 04:19:08.321000,42 days 04:19:08.086000,moving,42 days 04:19:08.321000,42 days 04:19:34,35
'1113003520193948',Leer,37 days 23:46:39,232.0,49.259298,7.001258,7.0,2.5,1,0.0,38 days 15:58:02.739000,38 days 15:58:33.414000,standing,38 days 15:58:02.739000,38 days 15:58:54,35
'1113003585990691',Beladen,41 days 15:04:16,0.0,53.495059,9.97521,8.0,1.9,1,0.0,41 days 15:24:16.942000,41 days 15:24:34.024000,standing,41 days 15:24:16.942000,41 days 15:24:47,35
'1113003521880691',Leer,41 days 23:46:47,135.0,52.389804,9.974835,10.0,1.9,1,0.0,42 days 01:41:21.950000,42 days 01:43:20.461000,standing,42 days 01:41:21.950000,42 days 01:43:36,35
'1113003556763911',Beladen,42 days 21:26:20,186.0,49.353919,6.719019,11.0,2.3,1,0.0,42 days 23:10:17.708000,42 days 23:10:31.039000,standing,42 days 23:10:17.708000,42 days 23:10:45,35
'763003529642459',Beladen,41 days 23:46:47,32.0,52.612578,9.309998,11.0,1.5,1,94.0,42 days 10:04:53.263000,42 days 10:05:16.086000,moving,42 days 10:04:53.263000,42 days 10:05:33,35
'763003573022459',Beladen,40 days 10:05:49,140.0,48.991169,8.402768,12.0,3.4,1,0.0,40 days 10:34:40.391000,40 days 10:34:54.321000,standing,40 days 10:34:40.391000,40 days 10:35:07,35
'1113003574654852',Leer,41 days 23:16:03,17.0,43.730861,10.380894,9.0,1.8,1,0.0,42 days 02:08:43.947000,42 days 02:10:44.399000,standing,42 days 02:08:43.947000,42 days 02:11:00,35
'903003581304366',Beladen,39 days 13:03:33,341.0,50.414869,14.932381,9.0,2.4,1,0.0,39 days 13:57:05.925000,39 days 13:57:37.836000,standing,39 days 13:57:05.925000,39 days 13:57:54,35
'903003538664367',Leer,40 days 23:15:52,99.0,47.173971,19.990991,11.0,3.2,1,90.0,41 days 18:55:44.324000,41 days 18:55:59.664000,moving,41 days 18:55:44.324000,41 days 18:56:18,35
'903003507224367',Leer,39 days 23:16:02,307.0,46.037747,14.464745,12.0,2.3,1,75.0,40 days 00:42:07.309000,40 days 00:42:34.852000,moving,40 days 00:42:07.309000,40 days 00:42:48,35
'903003535774367',Beladen,38 days 09:43:34,335.0,45.694804,13.790954,10.0,2.4,1,0.0,38 days 14:06:02.514000,38 days 14:08:56.961000,standing,38 days 14:06:02.514000,38 days 14:09:04,35
'763003557312462',Beladen,38 days 20:05:44,168.0,48.271752,7.788704,11.0,1.7,1,76.0,38 days 21:04:03.091000,38 days 21:04:24.024000,moving,38 days 21:04:03.091000,38 days 21:04:44,35
'763003526682458',Beladen,41 days 23:46:47,208.0,51.356623,9.897041,11.0,2.3,1,0.0,42 days 04:24:31,42 days 04:26:05.571000,moving,42 days 04:24:31,42 days 04:26:20,35
'763003556882457',Beladen,42 days 10:05:47,23.0,52.786747,9.230499,12.0,1.6,1,0.0,42 days 10:31:43.335000,42 days 10:32:03.805000,standing,42 days 10:31:43.335000,42 days 10:32:30,35
'903003507984366',Leer,41 days 23:16:03,129.0,45.651113,21.964453,10.0,1.9,1,11.0,42 days 12:10:33.335000,42 days 12:10:45.899000,moving,42 days 12:10:33.335000,42 days 12:11:09,35
'1113003509283546',Leer,42 days 23:46:55,99.0,49.453984,8.527045,10.0,3.1,1,21.0,43 days 02:07:27.318000,43 days 02:07:32.805000,moving,43 days 02:07:27.318000,43 days 02:07:52,35
'1113003569964852',Leer,38 days 23:46:44,74.0,52.269326,8.075476,9.0,2.5,1,0.0,39 days 14:42:35.322000,39 days 14:43:17.524000,parking,39 days 14:42:35.322000,39 days 14:43:33,35
'763003545442462',Beladen,39 days 23:46:44,399.0,47.484893,9.471994,8.0,2.5,1,0.0,40 days 06:10:13.018000,40 days 06:10:27.164000,standing,40 days 06:10:13.018000,40 days 06:10:38,35
'763003540602458',Leer,41 days 23:46:47,116.0,49.448281,8.579354,10.0,3.4,1,0.0,42 days 20:13:35.610000,42 days 20:13:52.321000,standing,42 days 20:13:35.610000,42 days 20:14:10,35
'763003542942464',Beladen,40 days 23:46:37,112.0,51.809204,8.046822,10.0,2.1,1,35.0,41 days 03:00:16.323000,41 days 03:00:24.196000,moving,41 days 03:00:16.323000,41 days 03:00:38,35
'2863003561046640',Beladen,44 days 02:25:38,32.0,52.457626,13.609678,9.0,3.0,1,0.0,44 days 13:28:02.473000,44 days 13:28:39.098000,standing,44 days 13:28:02.473000,44 days 13:28:44,35
'903003542454367',Beladen,40 days 23:46:37,168.0,49.137756,9.196475,8.0,1.0,1,0.0,41 days 07:26:11.806000,41 days 07:27:14.086000,parking,41 days 07:26:11.806000,41 days 07:27:26,35
'903003544434367',Beladen,39 days 11:26:13,-35.0,53.081783,7.375658,8.0,5.1,1,100.0,39 days 16:05:46.324000,39 days 16:06:13.133000,moving,39 days 16:05:46.324000,39 days 16:06:22,35
'763003522532459',Beladen,39 days 23:16:02,447.0,47.558773,8.896747,10.0,3.5,1,0.0,41 days 08:29:23.681000,41 days 08:29:42.071000,standing,41 days 08:29:23.681000,41 days 08:30:21,35
'903003558624366',Beladen,42 days 01:03:29,-8.0,53.360356,7.182778,12.0,3.4,1,0.0,42 days 09:52:40.825000,42 days 09:52:55.430000,standing,42 days 09:52:40.825000,42 days 09:53:11,35
'903003560004367',Beladen,43 days 08:05:47,290.0,48.572812,13.429354,11.0,2.4,1,0.0,43 days 08:25:46.336000,43 days 08:26:48.555000,parking,43 days 08:25:46.336000,43 days 08:27:07,35
'1113003508783546',Beladen,38 days 23:46:44,297.0,48.261931,14.276964,11.0,1.7,1,51.0,39 days 12:28:28.321000,39 days 12:28:49.930000,moving,39 days 12:28:28.321000,39 days 12:29:07,35
'763003596802473',Beladen,41 days 12:05:54,58.0,52.325531,9.156102,11.0,2.6,1,100.0,41 days 20:38:09.319000,41 days 20:38:12.258000,moving,41 days 20:38:09.319000,41 days 20:38:40,35
'903003547574367',Leer,41 days 04:05:39,96.0,52.40681,9.522208,12.0,1.9,1,0.0,41 days 12:05:52.415000,41 days 12:06:10.618000,standing,41 days 12:05:52.415000,41 days 12:06:23,35
'763003550042462',Beladen,43 days 19:25:55,348.0,49.408029,11.108363,12.0,1.9,1,0.0,43 days 21:38:33.642000,43 days 21:38:41.414000,standing,43 days 21:38:33.642000,43 days 21:39:05,35
'1113003536523948',Beladen,40 days 07:05:53,104.0,51.375033,7.410433,12.0,2.9,1,0.0,40 days 22:45:02.446000,40 days 22:45:23.446000,standing,40 days 22:45:02.446000,40 days 22:45:39,35
'763003537652458',Beladen,42 days 23:46:55,402.0,49.066933,10.96017,10.0,1.7,1,97.0,43 days 02:11:17.255000,43 days 02:11:31.352000,moving,43 days 02:11:17.255000,43 days 02:11:47,35
'763003519662459',Beladen,42 days 22:06:47,483.0,48.404767,9.968906,12.0,2.2,1,0.0,42 days 22:34:30.220000,42 days 22:34:28.211000,standing,42 days 22:34:30.220000,42 days 22:35:01,35
